id,studentId,jobId,status,createdAt,updatedAt
40175,10338,30003,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40176,10342,30153,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40177,10343,30044,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40178,10347,30159,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40179,10348,30004,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40180,10349,30072,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40181,10350,30028,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40182,10353,30015,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40183,10357,30037,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40184,10361,30046,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40185,10362,30149,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40186,10369,30149,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40187,10367,30150,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40188,10368,30170,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40189,10370,30126,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40190,10377,30144,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40191,10379,30074,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40192,10380,30075,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40193,10381,30115,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40194,10383,30041,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40195,10477,30031,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40196,10478,30052,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40197,10478,30035,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40198,10482,30035,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40199,10541,30035,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40200,10480,30005,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40201,10513,30005,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40202,10515,30005,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40203,10521,30005,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40204,10545,30005,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40205,10481,30168,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40206,10484,30030,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40207,10485,30121,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
